"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0099501","CC","GO:0099501","exocytic vesicle membrane","15/1182","102/20408",0.000767985449969574,0.0218940936754038,0.0189461530944769,"RAB3B/SYT11/WFS1/SNCA/ICA1/SYP/SYT7/SYNGR3/RAB26/DOC2A/SYNGR2/UNC13A/RAB3A/SLC17A7/SYT5",15
"GO:0005267","MF","GO:0005267","potassium channel activity","17/1182","124/20408",0.000804118289511509,0.0228274592904364,0.0197538452555548,"KCNJ10/KCNH1/KCNE4/HCN1/KCNN2/KCNH2/KCNQ3/KCNK9/LRRC26/KCNQ1/KCNJ11/GRIK4/KCNK13/KCNG4/KCNQ2/HCN2/KCNN1",17
"GO:0006635","BP","GO:0006635","fatty acid beta-oxidation","12/1182","72/20408",0.000820845059302336,0.0232043931049837,0.0200800266386609,"HIBCH/EHHADH/ETFDH/ABCD1/DECR1/AUH/CRAT/SLC27A2/ECI1/ACAA2/PLIN5/CPT1C",12
"GO:0005088","MF","GO:0005088","Ras guanyl-nucleotide exchange factor activity","28/1182","254/20408",0.000832035163878778,0.0233520098149072,0.0202077674269748,"ARHGEF16/DENND2D/DENND2C/RASGRP3/ARHGEF4/ERBB4/FARP2/DOCK3/PLEKHG4B/TRIO/FGFR4/MET/NEFL/PTK2/DENND3/JAK2/FGD3/RALGPS1/GRIN1/FGF19/RASGEF1A/GRIN2B/KITLG/SPTB/DLG4/NRTN/PLEKHG2/SPTBN4",28
"GO:0036376","BP","GO:0036376","sodium ion export across plasma membrane","5/1182","14/20408",0.000833008673540092,0.0233520098149072,0.0202077674269748,"ATP1B1/SLC8A1/ATP12A/ATP1B2/ATP1A3",5
"GO:0006637","BP","GO:0006637","acyl-CoA metabolic process","15/1182","103/20408",0.000851717350189447,0.0236791501325397,0.0204908597820697,"SUCLG1/ACSL3/SCD5/SNCA/AADAT/ACSL1/ELOVL7/ACOT12/PDHA1/ABCD1/GPAT4/DGAT1/DLAT/SCD/ELOVL3",15
"GO:0035383","BP","GO:0035383","thioester metabolic process","15/1182","103/20408",0.000851717350189447,0.0236791501325397,0.0204908597820697,"SUCLG1/ACSL3/SCD5/SNCA/AADAT/ACSL1/ELOVL7/ACOT12/PDHA1/ABCD1/GPAT4/DGAT1/DLAT/SCD/ELOVL3",15
"GO:0055075","BP","GO:0055075","potassium ion homeostasis","7/1182","28/20408",0.000867587697885941,0.024021111240233,0.0207867773749497,"KCNJ10/ATP1B1/SLC12A7/KCNH2/ATP12A/ATP1B2/ATP1A3",7
"GO:0048813","BP","GO:0048813","dendrite morphogenesis","18/1182","136/20408",0.000872618762514063,0.0240613894844042,0.0208216323359158,"EPHA4/PDLIM5/CTNND2/ADGRB3/SEMA3A/PPP1R9A/CDKL5/ARC/VLDLR/GRIN1/SHANK2/ZNF365/SLITRK5/ITPKA/DLG4/SRCIN1/SS18L1/SHANK1",18
"GO:0051656","BP","GO:0051656","establishment of organelle localization","46/1182","491/20408",0.000918592310804541,0.0252256696616039,0.021829147458904,"KIAA1107/SYT11/KIF3C/MCFD2/KIF5C/COL7A1/STXBP5L/P2RY1/CPLX1/USO1/SNCA/SPRY1/MAP1B/PCLO/SYP/IL13RA2/NEFL/UBXN2B/TERF1/RIMS2/PTK2/SYK/NR4A3/DNM1/SYT13/SYT7/MAP4K2/MYO7A/CBL/SLIT1/KIF5A/RAB27A/CHRNA5/SYT17/DOC2A/SLC2A4/SLC9A3R1/LLGL2/UNC13D/LMAN1/STXBP2/UNC13A/RAB3A/PRKCG/SYT5/SYNJ1",46
"GO:0010977","BP","GO:0010977","negative regulation of neuron projection development","19/1182","148/20408",0.000926065590856565,0.0253275174604999,0.021917281912827,"EPHA4/SEMA3F/SPP1/SEMA5A/FSTL4/KIAA0319/EPHA7/SEMA3C/SEMA3A/PTK2/ZNF365/SEMA4G/LINGO1/RAP1GAP2/EFNB3/NGFR/APOE/RTN4R/INPP5J",19
"GO:0022904","BP","GO:0022904","respiratory electron transport chain","15/1182","104/20408",0.00094305119111534,0.0256876454000972,0.0222289202559512,"SLC25A12/NDUFB3/NDUFS1/UQCRC1/PPARGC1A/SNCA/ETFDH/UQCRB/NDUFB9/CYC1/AIFM2/GPD1/COX10/NDUFA3/ND1",15
"GO:0098878","CC","GO:0098878","neurotransmitter receptor complex","10/1182","54/20408",0.000948433405462993,0.0257274020042953,0.0222633238134047,"GRIN1/SHANK2/HTR3B/GRIK4/CUBN/GRIN2B/DLG4/CPT1C/SHANK1/CACNG7",10
"GO:1903861","BP","GO:1903861","positive regulation of dendrite extension","6/1182","21/20408",0.000952158605688101,0.0257274020042953,0.0222633238134047,"CPNE9/RIMS2/RASAL1/SYT17/UNC13A/CACNG7",6
"GO:0002791","BP","GO:0002791","regulation of peptide secretion","44/1182","465/20408",0.00096147369477831,0.0258391377036076,0.0223600148067235,"SYT11/PFKFB2/TGFB2/TLR5/ACVR1C/IFIH1/HSPD1/CACNA2D2/STXBP5L/ADCY5/NKX6-1/VEGFC/SLC25A4/F2RL1/BMP6/TNFAIP3/ICA1/CRLF2/SYTL4/RAB11FIP1/NOV/RFX3/JAK2/CD274/SYK/TRIM6/APBB1/KCNJ11/NR1H3/SYT7/UCP2/EXPH5/GAS6/ANG/BAIAP3/ABAT/RPH3AL/NOS2/SRCIN1/MBP/CD22/TGFB1/GIPR/TRPM4",44
"GO:0060047","BP","GO:0060047","heart contraction","27/1182","244/20408",0.000963974964864078,0.0258391377036076,0.0223600148067235,"ATP1B1/ATP2B4/TGFB2/SLC8A1/SCN1A/DES/KCNE4/ATP2B2/SCN5A/KCNN2/SEMA3A/KCNH2/SLC1A1/JAK2/CACNA1B/KCNQ1/STIM1/ADM/SCN3B/PKP2/FOXN4/ATP2A3/DSG2/RYR1/SPTBN4/SLC8A2/TRPM4",27
"GO:0030667","CC","GO:0030667","secretory granule membrane","31/1182","295/20408",0.00100628253144607,0.0268661463157506,0.0232487413593493,"TNFRSF1B/PTPRC/NFASC/PLD1/ATP8A1/SNCA/ENPP4/ICA1/SYTL4/FABP5/DGAT1/STOM/TCIRG1/PRCP/ATP8B4/SLC27A2/RAB27A/RAB26/ABCA3/CYBA/RPH3AL/SPACA3/ITGB3/RAB37/TMC6/PCSK4/ATP8B3/STXBP2/ADGRE5/RAB3A/SYT5",31
"GO:0045177","CC","GO:0045177","apical part of cell","37/1182","373/20408",0.00102090859312076,0.0271489051957174,0.0234934280364091,"PATJ/ATP1B1/KCNE4/P2RY1/PLD1/OCLN/GM2A/ABCB4/ABCB1/ATP6V0A4/STK26/CA2/ATP6V0D2/PTK2/GPIHBP1/SLC39A4/SLC1A1/CNTFR/EPB41L4B/SLC22A18/TCIRG1/SHANK2/MYO7A/CUBN/AQP5/AQP6/RAB27A/HOMER2/RHCG/PARD6A/CYBA/ATP1B2/SLC9A3R1/DSG2/JAG1/STXBP2/UPK1A",37
"GO:0004714","MF","GO:0004714","transmembrane receptor protein tyrosine kinase activity","11/1182","64/20408",0.00102824930090981,0.0272364617973275,0.0235691955380528,"EPHA10/MERTK/ERBB4/EPHA4/FGFR4/FLT4/EPHA7/MET/EPHB6/PDGFRL/EFNB3",11
"GO:0061387","BP","GO:0061387","regulation of extent of cell growth","15/1182","105/20408",0.00104252638715502,0.0275063432657998,0.0238027386887695,"SEMA3F/NKX6-1/SPP1/SEMA5A/MAP1B/FSTL4/EPHA7/SEMA3C/SEMA3A/CDKL5/OLFM1/SEMA4G/TRPV2/APOE/RTN4R",15
"GO:0015914","BP","GO:0015914","phospholipid transport","12/1182","74/20408",0.00105420972077465,0.0277059492241089,0.0239754686085716,"OSBPL10/ATP8A1/ATP10D/PRELID2/ABCB4/ABCB1/ABCA1/ATP8B4/ABCA7/ATP8B3/APOE/APOC1",12
"GO:0086010","BP","GO:0086010","membrane depolarization during action potential","8/1182","37/20408",0.00105850105605755,0.027710486790487,0.0239793952121822,"SLC8A1/SCN1A/SCN5A/KCNH2/SCN3B/ANK3/HCN2/TRPM4",8
"GO:0021700","BP","GO:0021700","developmental maturation","29/1182","271/20408",0.00108622699676045,0.0282016340585353,0.0244044117244131,"TDRD5/NFASC/TGFB2/TFCP2L1/CDK5R2/PTPRN/FARP2/NKX6-1/SPINK1/ADGRB3/SYP/NEFL/GPAT4/RFX3/GRIN1/CEND1/CDKN1C/PDE3A/ANG/BAIAP3/DLG4/PHOSPHO1/PCSK4/UNC13A/RAB3A/RYR1/SPTBN4/SLC17A7/SHANK1",29
"GO:0072522","BP","GO:0072522","purine-containing compound biosynthetic process","29/1182","271/20408",0.00108622699676045,0.0282016340585353,0.0244044117244131,"PRKAA2/PGM1/PFKFB2/SLC25A12/ACSL3/ADCY5/PPARGC1A/SCD5/SNCA/ACSL1/ADCY2/ELOVL7/NME5/MLXIPL/PDHA1/CYC1/ADM/DLAT/PFKP/OGDHL/PAPSS2/SCD/ELOVL3/GPD1/ADCY7/NOS2/ALDOC/TGFB1/CHCHD10",29
"GO:0072524","BP","GO:0072524","pyridine-containing compound metabolic process","19/1182","150/20408",0.00108983722580547,0.0282016340585353,0.0244044117244131,"PRKAA2/PGM1/NMNAT2/PFKFB2/MDH1/SLC25A12/MDH1B/IDH1/NMNAT3/PPARGC1A/NNT/MLXIPL/PDHA1/PFKP/OGDHL/GPD1/ALDOC/ME2/NMRK2",19
"GO:0007189","BP","GO:0007189","adenylate cyclase-activating G protein-coupled receptor signaling pathway","18/1182","139/20408",0.00112741598702939,0.0288439911622879,0.0249602783526214,"GPR3/ADGRL2/GPR161/ATP2B4/UCN2/ADCY5/ADCY2/ADGRB3/ADGRB1/ABCA1/ADM/ADCY7/ADGRG1/SLC9A3R1/TBXA2R/ADGRE1/ADGRE5/ADM2",18
"GO:0060078","BP","GO:0060078","regulation of postsynaptic membrane potential","18/1182","139/20408",0.00112741598702939,0.0288439911622879,0.0249602783526214,"GABRD/SLC8A1/SNCA/GABRG2/PPP1R9A/RIMS2/GRIN1/SHANK2/IGSF9B/GRIN2B/GABRG3/CHRNA5/ABAT/DLG4/CHRNB1/MPP2/SLC17A7/SHANK1",18
"GO:0006733","BP","GO:0006733","oxidoreduction coenzyme metabolic process","20/1182","162/20408",0.00112752224668278,0.0288439911622879,0.0249602783526214,"PRKAA2/PGM1/NMNAT2/PFKFB2/MDH1/SLC25A12/MDH1B/IDH1/NMNAT3/PPARGC1A/NNT/MLXIPL/PDHA1/PFKP/OGDHL/GPD1/COQ10A/ALDOC/ME2/NMRK2",20
"GO:0046578","BP","GO:0046578","regulation of Ras protein signal transduction","25/1182","222/20408",0.00113848485099806,0.0290141139299809,0.0251074948599294,"ARHGEF16/TGFB2/PSD4/ARHGEF4/FARP2/SPRY1/PLEKHG4B/TRIO/F2RL1/ARFGEF3/MET/OPHN1/ARFGEF1/FGD3/ABCA1/RALGPS1/ARHGAP42/RASGEF1A/KITLG/RASAL1/LPAR6/ADGRG1/PLEKHG2/APOE/RTN4R",25
"GO:0014066","BP","GO:0014066","regulation of phosphatidylinositol 3-kinase signaling","15/1182","106/20408",0.00115070805136997,0.0292149576211968,0.0252812958575066,"TGFB2/ERBB4/PDGFC/F2RL1/PTK2/JAK2/PRR5L/PDGFD/CBL/PIP4K2A/UNC5B/PIK3AP1/DCN/SLC9A3R1/PPP1R16B",15
"GO:0072503","BP","GO:0072503","cellular divalent inorganic cation homeostasis","45/1182","483/20408",0.00116176194074933,0.0293847155539907,0.0254281966532828,"ATP1B1/PTPRC/ATP2B4/SLC8A1/ATP2B2/ADCY5/P2RY1/WFS1/SNCA/SLC39A8/TRPC3/F2RL1/PDE6A/XK/SLC39A14/JPH1/SLC39A4/JAK2/GRIN1/STIM1/RIC3/SWAP70/ADM/GOT1/GRIN2B/LPAR6/CIB2/NMB/MT1F/CALB2/ATP2C2/CYBA/ATP2A3/DLG4/AFG3L2/SLC39A6/TGM2/TBXA2R/RYR1/TGFB1/APOE/GIPR/SLC8A2/TRPM4/PVALB",45
"GO:0035418","BP","GO:0035418","protein localization to synapse","11/1182","65/20408",0.00117405985806613,0.0295845495320934,0.0256011238910459,"KIF5C/CPLX1/NSG1/PCLO/GRIN1/NRXN2/CLSTN3/KIF5A/DLG4/SHANK1/CACNG7",11
"GO:0014074","BP","GO:0014074","response to purine-containing compound","19/1182","151/20408",0.00118059956114986,0.0296383352515531,0.0256476676069122,"SLC8A1/HSPD1/PTPRN/P2RY1/PPARGC1A/TRPC3/HCN1/DUSP1/ASS1/KCNQ1/KCNJ11/WT1/PDE2A/PDE3A/GPD1/CIB2/HCN2/RYR1/TRPM4",19
"GO:0004115","MF","GO:0004115","3',5'-cyclic-AMP phosphodiesterase activity","5/1182","15/20408",0.00119023509575535,0.0296588952749704,0.0256654593162684,"PDE11A/PDE3B/PDE2A/PDE3A/PDE4C",5
"GO:0005402","MF","GO:0005402","carbohydrate:cation symporter activity","5/1182","15/20408",0.00119023509575535,0.0296588952749704,0.0256654593162684,"SLC45A2/SLC2A12/SLC2A6/SLC5A1/SLC5A4",5
"GO:0035725","BP","GO:0035725","sodium ion transmembrane transport","18/1182","140/20408",0.00122532761281003,0.0304206796272541,0.0263246728547378,"ATP1B1/ATP2B4/SLC8A1/SCN1A/SCN5A/HCN1/STOM/SCN3B/ANK3/TESC/ATP12A/ATP1B2/SLC9A3R1/HCN2/ATP1A3/SLC8A2/TRPM4/SLC17A7",18
"GO:0120162","BP","GO:0120162","positive regulation of cold-induced thermogenesis","14/1182","96/20408",0.0012340172841462,0.0305237804696162,0.0264138916354977,"GPR3/ESRRG/PPARGC1A/PDGFC/ACSL1/APC/FABP5/DECR1/JAK2/SYK/UCP2/SCD/ELOVL3/TRPV2",14
"GO:0005543","MF","GO:0005543","phospholipid binding","40/1182","417/20408",0.00124082850988116,0.0305798322874742,0.0264623963298736,"SYT11/KCNH1/CCDC88A/PSD4/VIL1/CPNE9/OSBPL10/PLCD1/PLD1/ARAP2/TEC/SNCA/MYO10/ARHGAP26/SH3PXD2B/SCIN/PCLO/SYTL5/OPHN1/SYTL4/PLEKHA2/ADGRB1/ABCA1/KCNQ1/SYT13/SYT7/ARAP1/RASAL1/GAS6/BAIAP3/SYT17/DOC2A/GRB7/JAG1/UNC13A/FCHO1/SPTBN4/APOE/APOC1/SYT5",40
"GO:1905809","BP","GO:1905809","negative regulation of synapse organization","6/1182","22/20408",0.00124561755834347,0.0305858209216602,0.0264675786215818,"ROBO2/EPHA7/PTK2/SLIT1/GRIN2B/APOE",6
"GO:0006821","BP","GO:0006821","chloride transport","15/1182","107/20408",0.00126818734841065,0.0307128049709589,0.0265774648436032,"GABRD/CLCNKB/ANO7/SLC12A7/GABRG2/ABCB1/CLCN4/CA2/SLC1A1/ANO5/ANO4/GABRG3/TTYH2/SLC17A7/TTYH1",15
"GO:0050840","MF","GO:0050840","extracellular matrix binding","10/1182","56/20408",0.00127075820266531,0.0307128049709589,0.0265774648436032,"TINAGL1/ECM1/CTSS/GPC1/SPP1/PLEKHA2/DCN/ADGRG1/ITGB3/BCAM",10
"GO:0086002","BP","GO:0086002","cardiac muscle cell action potential involved in contraction","10/1182","56/20408",0.00127075820266531,0.0307128049709589,0.0265774648436032,"SCN1A/KCNE4/SCN5A/KCNN2/KCNH2/KCNQ1/SCN3B/PKP2/DSG2/TRPM4",10
"GO:0086005","BP","GO:0086005","ventricular cardiac muscle cell action potential","8/1182","38/20408",0.00127361364252342,0.0307128049709589,0.0265774648436032,"KCNE4/SCN5A/KCNH2/KCNQ1/SCN3B/PKP2/DSG2/TRPM4",8
"GO:0086091","BP","GO:0086091","regulation of heart rate by cardiac conduction","8/1182","38/20408",0.00127361364252342,0.0307128049709589,0.0265774648436032,"KCNE4/SCN5A/KCNH2/KCNQ1/SCN3B/PKP2/DSG2/TRPM4",8
"GO:0043197","CC","GO:0043197","dendritic spine","20/1182","164/20408",0.00131231464253214,0.0314208288788478,0.027190156538098,"SYT11/SLC8A1/EPHA4/MAP1B/KCNN2/PPP1R9A/OPHN1/PTK2/ADGRB1/ARC/DNM1/GRIN1/APBB1/SHANK2/ANKS1B/ITPKA/DLG4/MPP2/SLC8A2/SHANK1",20
"GO:0048015","BP","GO:0048015","phosphatidylinositol-mediated signaling","20/1182","164/20408",0.00131231464253214,0.0314208288788478,0.027190156538098,"KCNH1/TGFB2/ERBB4/PLCH1/PDGFC/F2RL1/NYAP1/CA8/PTK2/JAK2/PRR5L/PDGFD/CBL/PIP4K2A/UNC5B/PIK3AP1/DCN/PIK3R5/SLC9A3R1/PPP1R16B",20
"GO:0006636","BP","GO:0006636","unsaturated fatty acid biosynthetic process","9/1182","47/20408",0.0013173587077131,0.0314297495939495,0.0271978761193027,"SCD5/HPGD/ELOVL7/TBXAS1/ABCD1/FABP5/SCD/ELOVL3/ALOX12B",9
"GO:0034109","BP","GO:0034109","homotypic cell-cell adhesion","12/1182","76/20408",0.00134017087127533,0.0318610233990827,0.0275710808593039,"PLPP3/SLC7A11/ZNF703/SYK/PRKG1/ANK3/PKP2/GAS6/ABAT/ITGB3/DSG2/CCM2L",12
"GO:1904062","BP","GO:1904062","regulation of cation transmembrane transport","32/1182","314/20408",0.00139892086901453,0.0331406324180626,0.0286783963177146,"CTSS/ATP1B1/ATP2B4/SLC8A1/KCNE4/SCN5A/PPARGC1A/SNCA/KCNN2/TSPAN13/KCNH2/JPH1/ARC/STOM/LRRC26/KCNQ1/STIM1/KCNJ11/CAPN1/SHANK2/SCN3B/ANK3/CRACR2A/TESC/NOX5/CYBA/DLG4/ATP1B2/SLC9A3R1/TGFB1/SHANK1/CACNG7",32
"GO:0006855","BP","GO:0006855","drug transmembrane transport","13/1182","87/20408",0.00145005334847044,0.0342314348368741,0.0296223271297876,"KCNJ10/SLC19A2/SLC25A12/SLC7A11/ABCB4/ABCB1/SLC7A2/SLC1A1/SLC31A1/SLC22A18/SLC36A4/ABCA8/SLC17A7",13
"GO:1901617","BP","GO:1901617","organic hydroxy compound biosynthetic process","27/1182","251/20408",0.00146771163237702,0.0345271463728413,0.0298782224463648,"PRKAA2/TGFB2/SLC25A12/CYP27A1/P2RY1/SNCA/SLC7A11/SLC45A2/FGFR4/BMP6/GPR37/IMPA1/CYB5R2/FGF19/DHCR7/GOT1/SCD/PCK2/SPTLC2/ITPKA/PPIP5K1/SLC27A2/SPHK1/ACAA2/INSM1/ISYNA1/APOE",27
"GO:0060291","BP","GO:0060291","long-term synaptic potentiation","12/1182","77/20408",0.00150554750826878,0.0351903168842556,0.0304521000511324,"EPHA4/NSG1/SNCA/PPP1R9A/ARC/SHANK2/GRIN2B/CALB2/MPP2/APOE/SLC8A2/SHANK1",12
"GO:0005759","CC","GO:0005759","mitochondrial matrix","43/1182","462/20408",0.00150636314843425,0.0351903168842556,0.0304521000511324,"IARS2/SUCLG1/MRPS5/MRPS9/HIBCH/HSPD1/NDUFS1/FASTKD2/ERBB4/CYP27A1/ALAS1/NMNAT3/BDH1/NUDT9/SNCA/ETNPPL/ETFDH/AADAT/HSD17B8/PDHA1/GSR/MRPL15/ADHFE1/LACTB2/DECR1/AUH/PRDX5/PDE2A/NARS2/ME3/DLAT/BCO2/OGDHL/ACSS3/ALDH2/PCCA/PCK2/IDH3A/ECI1/ABAT/ACAA2/ME2/ACO2",43
"GO:0044309","CC","GO:0044309","neuron spine","20/1182","166/20408",0.00152234497571529,0.035250198256046,0.0305039186673431,"SYT11/SLC8A1/EPHA4/MAP1B/KCNN2/PPP1R9A/OPHN1/PTK2/ADGRB1/ARC/DNM1/GRIN1/APBB1/SHANK2/ANKS1B/ITPKA/DLG4/MPP2/SLC8A2/SHANK1",20
"GO:0099240","CC","GO:0099240","intrinsic component of synaptic membrane","20/1182","166/20408",0.00152234497571529,0.035250198256046,0.0305039186673431,"GABRD/SYT11/ATP2B4/KCNH1/SLC8A1/ADAM23/ERBB4/EPHA4/P2RY1/EPHA7/NTNG2/GRIN1/SYT7/GRIK4/CLSTN3/CNTN1/GABRG3/CHRNB1/EFNB3/CACNG7",20
"GO:0019751","BP","GO:0019751","polyol metabolic process","16/1182","120/20408",0.00152464442516489,0.035250198256046,0.0305039186673431,"PLCD4/PLCD1/P2RY1/PLCH1/SNCA/IMPA1/GOT1/PCK2/SPTLC2/ITPKA/PPIP5K1/SPHK1/PLCB4/ISYNA1/INPP5J/SYNJ1",16
"GO:0051650","BP","GO:0051650","establishment of vesicle localization","30/1182","290/20408",0.00153887676399892,0.0353477871485825,0.0305883676573643,"KIAA1107/SYT11/MCFD2/KIF5C/COL7A1/STXBP5L/P2RY1/CPLX1/USO1/SNCA/PCLO/SYP/RIMS2/DNM1/SYT13/SYT7/MAP4K2/MYO7A/KIF5A/RAB27A/CHRNA5/SYT17/DOC2A/SLC2A4/LMAN1/UNC13A/RAB3A/PRKCG/SYT5/SYNJ1",30
"GO:0060076","CC","GO:0060076","excitatory synapse","9/1182","48/20408",0.0015393730134564,0.0353477871485825,0.0305883676573643,"SYT11/ELFN1/SYP/GRIN1/CALB2/DLG4/PLCB4/SLC17A7/SHANK1",9
"GO:0003015","BP","GO:0003015","heart process","27/1182","252/20408",0.00155558432071246,0.0355985418699097,0.0308053593908365,"ATP1B1/ATP2B4/TGFB2/SLC8A1/SCN1A/DES/KCNE4/ATP2B2/SCN5A/KCNN2/SEMA3A/KCNH2/SLC1A1/JAK2/CACNA1B/KCNQ1/STIM1/ADM/SCN3B/PKP2/FOXN4/ATP2A3/DSG2/RYR1/SPTBN4/SLC8A2/TRPM4",27
"GO:0042578","MF","GO:0042578","phosphoric ester hydrolase activity","36/1182","369/20408",0.00158454502813106,0.0361383693195449,0.0312725015186186,"SMPDL3B/PLPP3/PTPRC/PFKFB2/DUSP2/PDE11A/PLCD4/PLCD1/PLCH1/PLD1/PPP2R2C/PDE6A/DUSP1/PTP4A1/NT5DC1/PLPP5/IMPA1/PDE3B/ACP2/SSH3/PDE2A/PTPN20/PALD1/PDE3A/PHOSPHO1/GDPD1/PRKAR1A/NOTUM/PLCB4/PTPN1/PLPP2/ACP5/PDE4C/INPP5J/SYNJ1/PDE9A",36
"GO:0086012","BP","GO:0086012","membrane depolarization during cardiac muscle cell action potential","6/1182","23/20408",0.00160348028585316,0.0363239574519195,0.0314331010492782,"SLC8A1/SCN5A/SCN3B/ANK3/HCN2/TRPM4",6
"GO:1903859","BP","GO:1903859","regulation of dendrite extension","6/1182","23/20408",0.00160348028585316,0.0363239574519195,0.0314331010492782,"CPNE9/RIMS2/RASAL1/SYT17/UNC13A/CACNG7",6
"GO:0008509","MF","GO:0008509","anion transmembrane transporter activity","33/1182","330/20408",0.00162690618338038,0.0367309557106819,0.0317852988353122,"GABRD/CLCNKB/SLC19A2/SLC25A12/ANO7/SLC4A4/SLC7A11/SLC25A4/SLC12A7/EMB/GABRG2/CLCN4/ABCD1/SLC7A2/VDAC3/SLC52A2/SLC1A1/ABCA1/ANO5/SLC36A4/SLC37A2/AQP6/SLC4A8/SLC16A7/ANO4/GABRG3/SLC27A2/SLC38A8/TTYH2/RTBDN/SLC25A42/SLC17A7/TTYH1",33
"GO:0031345","BP","GO:0031345","negative regulation of cell projection organization","21/1182","179/20408",0.00164667826484538,0.0368642335952792,0.0319006314562065,"RAP1GAP/EPHA4/SEMA3F/SPP1/SEMA5A/FSTL4/KIAA0319/EPHA7/SEMA3C/SEMA3A/PTK2/ZNF365/SEMA4G/GRIN2B/LINGO1/RAP1GAP2/EFNB3/NGFR/APOE/RTN4R/INPP5J",21
"GO:0048791","BP","GO:0048791","calcium ion-regulated exocytosis of neurotransmitter","5/1182","16/20408",0.00164924707374837,0.0368642335952792,0.0319006314562065,"SYT11/RIMS2/SYT7/SYT17/SYT5",5
"GO:0070293","BP","GO:0070293","renal absorption","5/1182","16/20408",0.00164924707374837,0.0368642335952792,0.0319006314562065,"KLHL3/HAS2/KCNQ1/GAS6/SLC9A3R1",5
"GO:0040020","BP","GO:0040020","regulation of meiotic nuclear division","7/1182","31/20408",0.0016550386460386,0.0368711920879062,0.031906653019308,"GPR3/MSX1/PIWIL2/FBXO43/PDE3A/PRDM7/PRKAR1A",7
"GO:0016616","MF","GO:0016616","oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor","16/1182","121/20408",0.00166467766916738,0.0369303669439104,0.0319578602488842,"MDH1/MDH1B/IDH1/EHHADH/BDH1/HPGD/HSD17B8/ADHFE1/RDH10/ME3/GPD1/IDH3A/HSD11B2/LDHD/DHRS11/ME2",16
"GO:0034705","CC","GO:0034705","potassium channel complex","14/1182","99/20408",0.00166867294157978,0.0369303669439104,0.0319578602488842,"KCNH1/KCNE4/HCN1/KCNH2/KCNQ3/LRRC26/KCNQ1/KCNJ11/GRIK4/KCNG4/DLG4/KCNQ2/HCN2/KCNN1",14
"GO:0009064","BP","GO:0009064","glutamine family amino acid metabolic process","12/1182","78/20408",0.00168738372053922,0.0372220251534029,0.0322102480010438,"ATP2B4/SLC25A12/SLC7A11/AADAT/GLUD2/ADHFE1/ASS1/ASRGL1/GOT1/AMDHD1/NOS2/GGT1",12
"GO:0006633","BP","GO:0006633","fatty acid biosynthetic process","19/1182","156/20408",0.00173720564583995,0.038195815637945,0.0330529220059881,"PRKAA2/ABHD1/PECR/ACSL3/MGLL/SCD5/HPGD/ELOVL7/ACOT12/HSD17B8/MLXIPL/TBXAS1/ABCD1/FABP5/NR1H3/SCD/ELOVL3/ALOX12B/APOC1",19
"GO:0050878","BP","GO:0050878","regulation of body fluid levels","45/1182","493/20408",0.0017457743480391,0.0382429715548027,0.0330937285921543,"MERTK/TFPI/ERBB4/ADCY5/P2RY1/WFS1/TEC/HPSE/TRPC3/SLC7A11/ADCY2/F2RL1/ENPP4/MET/GPAT4/HAS2/DOCK8/JAK2/SYK/HBE1/ADM/HPS5/NR1H3/PRCP/PRKG1/PAPSS2/ENTPD1/AQP5/SH2B3/GAS6/RAD51B/RAB27A/ABAT/ADCY7/HSD11B2/CYBA/ALOX12B/PIK3R5/ITGB3/PRKAR1A/LMAN1/TBXA2R/APOE/PRKCG/SCUBE1",45
"GO:0010038","BP","GO:0010038","response to metal ion","35/1182","358/20408",0.00176230285941767,0.0382429715548027,0.0330937285921543,"PRKAA2/S100A16/SYT11/KCNH1/SLC25A12/SLC40A1/CPNE9/SCN5A/PPARGC1A/SNCA/TRPC3/DUSP1/SNCB/BMP6/CA2/ASS1/STIM1/APBB1/SYT13/SYT7/RASGRP2/ANK3/GOT1/RASAL1/LIG4/ABAT/SYT17/ADCY7/MT1F/CDH1/SERPINF1/DLG4/RYR1/GIPR/SYT5",35
"GO:0008021","CC","GO:0008021","synaptic vesicle","21/1182","180/20408",0.00176503005025689,0.0382429715548027,0.0330937285921543,"RAB3B/KIAA1107/SYT11/SLC40A1/WFS1/SNCA/ICA1/SYP/DNM1/GRIN1/SYT7/SYNGR3/RAB26/DOC2A/DLG4/SYNGR2/UNC13A/RAB3A/SLC17A7/SYT5/BRSK1",21
"GO:0005388","MF","GO:0005388","calcium-transporting ATPase activity","4/1182","10/20408",0.00177345528018704,0.0382429715548027,0.0330937285921543,"ATP2B4/ATP2B2/ATP2C2/ATP2A3",4
"GO:0008525","MF","GO:0008525","phosphatidylcholine transporter activity","4/1182","10/20408",0.00177345528018704,0.0382429715548027,0.0330937285921543,"ABCB4/ABCB1/ABCA1/ABCA7",4
"GO:0043117","BP","GO:0043117","positive regulation of vascular permeability","4/1182","10/20408",0.00177345528018704,0.0382429715548027,0.0330937285921543,"PDE2A/FGFBP3/PDE3A/TGFB1",4
